Episode,Env_Step,Reward,Avg_Reward,Loss,Epsilon
28,174000,-360.00558976352295,-324.83887091752973,0.03532607156595138,0.9398909211158752
29,180000,-291.57568865422945,-317.5138346743099,0.0349751994702577,0.937818169593811
30,186000,-213.833694695124,-317.149603313711,0.033623951146650746,0.9357454776763916
31,192000,-349.65559462457713,-325.15655959412055,0.036105083543031165,0.9336727261543274
32,198000,-320.72901271567025,-328.8221477946323,0.03903161670871001,0.9315999746322632
33,204000,-312.93007892611627,-326.79091210780973,0.04148242919744613,0.9295272827148438
34,210000,-398.17988693745133,-336.24166592750254,0.04161181146913441,0.9274545311927795
35,216000,-329.232512382956,-343.30955650005143,0.0452139498089867,0.9253818392753601
36,222000,-330.77096615128903,-331.9923766770423,0.04689586341179287,0.9233090877532959
37,228000,-324.93861511032446,-323.1851639961261,0.0491916991014344,0.9212363362312317
38,234000,-324.920186690626,-319.6766236888364,0.04651231885969173,0.9191636443138123
39,240000,-308.58938030249556,-321.377992853663,0.049586441607330924,0.917090892791748
40,246000,-328.5538907127393,-332.8500124554245,0.04881740476517007,0.9150182008743286
41,252000,-288.2893937778281,-326.7133923707496,0.05261830383812776,0.9129454493522644
42,258000,-285.31620100735745,-323.17211119991833,0.04904935297917109,0.9108726978302002
43,264000,-292.26634758383443,-321.10573806569016,0.04839810758588525,0.9088000059127808
44,270000,-305.41020880499127,-311.82877025244414,0.048816134639336574,0.9067272543907166
45,276000,-337.15930893809127,-312.6214499079577,0.04875518345091647,0.9046545624732971
46,282000,-306.0081785732764,-310.14517115015644,0.04795841422467492,0.9025818109512329
47,288000,-469.11478791155605,-324.56278843027957,0.05038549426677249,0.9005091190338135
48,294000,-292.5829085504665,-321.32906061626363,0.04950444095901912,0.8984363675117493
49,300000,-327.8415225699464,-323.2542748430087,0.049689773742963246,0.8963636159896851
50,306000,-330.7491630760669,-323.47380207934145,0.04746944990183692,0.8942909240722656
51,312000,-238.00736116379267,-318.44559881793793,0.04746909969610472,0.8922181725502014
52,318000,-394.82243461481994,-329.3962221786842,0.047206078823423016,0.890145480632782
53,324000,-231.79174839699772,-323.3487622600005,0.047520801878301426,0.8880727291107178
54,330000,-278.9651631415345,-320.7042576936548,0.04663851066038478,0.8859999775886536
55,336000,-370.79390382254223,-324.06771718209995,0.046613756494033924,0.8839272856712341
56,342000,-253.28007186904028,-318.79490651167634,0.04773406083099932,0.8818545341491699
57,348000,-280.9448670555321,-299.97791442607394,0.046727242593556484,0.8797818422317505
58,354000,-315.86777960788686,-302.306401531816,0.04374091453182821,0.8777090907096863
59,360000,-257.67270823428225,-295.28952009824957,0.04803509457285206,0.8756363391876221
60,366000,-341.67784647959706,-296.38238843860256,0.04758234621792023,0.8735636472702026
61,372000,-281.04624800366764,-300.68627712259,0.044148968371135806,0.8714908957481384
62,378000,-337.0732093673596,-294.911354597844,0.04540161936961037,0.869418203830719
63,384000,-325.44127675920754,-304.27630743406496,0.04897275139492316,0.8673454523086548
64,390000,-407.11782951580244,-317.0915740714918,0.04597459156176774,0.8652727007865906
65,396000,-208.76794254576214,-300.88897794381376,0.04500498111223957,0.8632000088691711
66,402000,-272.56982236762815,-302.8179529936726,0.045774501268266855,0.8611272573471069
67,408000,-394.6346681741943,-314.1869331055388,0.04283644894776323,0.8590545654296875
68,414000,-279.8547317251803,-310.5856283172681,0.04657625001282819,0.8569818139076233
69,420000,-281.6507512892531,-312.98343262276524,0.04711177460816301,0.8549090623855591
70,426000,-336.69419410060254,-312.4850673848658,0.046320417940441984,0.8528363704681396
71,432000,-238.7357240055353,-308.25401498505255,0.04964909009462766,0.8507636189460754
72,438000,-239.62763632634233,-298.5094576809508,0.047054656673261586,0.848690927028656
73,444000,-289.314020791011,-294.89673208413114,0.04610633243890091,0.8466181755065918
74,450000,-275.2574682571685,-281.71069595826776,0.05050914450965744,0.8445454835891724
75,456000,-243.71808929441977,-285.20571063313355,0.04650378514907789,0.8424727320671082
76,462000,-217.9967302742425,-279.748401423795,0.049684063270649254,0.840399980545044
77,468000,-281.08742304003863,-268.39367691037944,0.04939109390622859,0.8383272886276245
78,474000,-448.3074541255328,-285.23894915041467,0.05151457968152438,0.8362545371055603
79,480000,-248.49051389141414,-281.92292541063074,0.04885818069895807,0.8341818451881409
80,486000,-328.18097531569583,-281.0716035321401,0.049465119074933075,0.8321090936660767
81,492000,-285.13877372650495,-285.71190850423704,0.05018263388593914,0.8300363421440125
82,498000,-206.45171815014328,-282.3943166866171,0.04683864885458024,0.827963650226593
83,504000,-224.9351496645213,-275.9564295739682,0.0513787215539099,0.8258908987045288
84,510000,-283.21805502192365,-276.75248825044366,0.05076855980278924,0.8238182067871094
85,516000,-302.9356027662616,-282.6742395976279,0.05465122270262024,0.8217454552650452
86,522000,-276.86927541696787,-288.5614941119004,0.051578740906882255,0.819672703742981
87,528000,-333.2857404779643,-293.78132585569296,0.051934487721611126,0.8176000118255615
88,534000,-299.24644651899234,-278.8752250950389,0.051602713327272794,0.8155272603034973
89,540000,-208.6910987897063,-274.89528358486814,0.05245365102410627,0.8134545683860779
90,546000,-276.05445287395287,-269.68263134069383,0.04936416193068726,0.8113818168640137
91,552000,-325.1784189460486,-273.68659586264823,0.053244077630961936,0.8093090653419495
92,558000,-350.6138464627802,-288.1028086939119,0.05289026437637707,0.80723637342453
93,564000,-321.66542158201037,-297.7758358856608,0.054738486645704444,0.8051636219024658
94,570000,-320.15381632719345,-301.4694120161878,0.05218868942329815,0.8030909299850464
95,576000,-301.425542582703,-301.3184059978319,0.05317289036331931,0.8010181784629822
96,582000,-332.68791173737554,-306.9002696298727,0.05295219697242525,0.798945426940918
97,588000,-294.1292483984198,-302.98462042191824,0.05436286314198514,0.7968727350234985
98,594000,-217.47713886152496,-294.8076896561715,0.05519371459805795,0.7947999835014343
99,600000,-415.27012884407304,-315.4655926616082,0.05113342909064765,0.7927272915840149
100,606000,-300.31106818750413,-317.89125419296334,0.05716777005778082,0.7906545400619507
101,612000,-266.1566642834514,-311.9890787267036,0.054597924368320186,0.7885817885398865
102,618000,-383.4428142876204,-315.27197550918766,0.05676480296386095,0.786509096622467
103,624000,-359.1212080393416,-319.01755415492073,0.055379327884914044,0.7844363451004028
104,630000,-335.5472833519598,-320.55690085739735,0.05312783980800304,0.7823636531829834
105,636000,-380.63805333016535,-328.4781519321436,0.05229056508326903,0.7802909016609192
106,642000,-258.80757563677525,-321.0901183220836,0.04927177015014846,0.7782182097434998
107,648000,-249.72199792108586,-316.6493932743502,0.05498546044214163,0.7761454582214355
108,654000,-326.6968937102647,-327.57136875922413,0.05216637195540049,0.7740727066993713
109,660000,-291.0284364861218,-315.14719952342904,0.04950638464615137,0.7720000147819519
110,666000,-218.2045342624897,-306.9365461309276,0.0502122683491325,0.7699272632598877
111,672000,-208.58443669201006,-301.1793233717834,0.048460763003386094,0.7678545713424683
112,678000,-299.2642559112355,-292.76146753414497,0.04847632288259532,0.765781819820404
113,684000,-333.19055659121295,-290.1684023893321,0.049088485725709084,0.7637090682983398
114,690000,-322.8944250634231,-288.90311656047845,0.049416770424480394,0.7616363763809204
115,696000,-272.70844953251844,-278.1101561807137,0.04769875322670365,0.7595636248588562
116,702000,-226.8802469855982,-274.917423315596,0.048302263228766,0.7574909329414368
117,708000,-349.76688043055765,-284.9219115665432,0.04868428603947784,0.7554181814193726
118,714000,-328.1464387657179,-285.06686607208854,0.04613614025413214,0.7533454298973083
119,720000,-279.74870320760965,-283.9388927442373,0.04768506916404779,0.7512727379798889
120,726000,-183.50520867775413,-280.46896018576376,0.042276920485892336,0.7491999864578247
121,732000,-397.1367402794822,-299.324190544511,0.04703022918225421,0.7471272945404053
122,738000,-263.40377940990584,-295.73814289437803,0.04333817240456119,0.7450545430183411
123,744000,-291.79134938811103,-291.5982221740678,0.042485692952371513,0.7429817914962769
124,750000,-228.75922900194746,-282.1847025679202,0.04507779731357005,0.7409090995788574
125,756000,-296.5961466912627,-284.5734722837947,0.044281694506411444,0.7388363480567932
126,762000,-200.7832434973243,-281.96377193496727,0.04495264287787722,0.7367636561393738
127,768000,-262.0755744181042,-273.19464133372196,0.04482663154151911,0.7346909046173096
128,774000,-228.13605005199133,-263.1936024623493,0.04464920704090036,0.7326181530952454
129,780000,-307.6510623704344,-265.98383837863173,0.0445294170138853,0.7305454611778259
130,786000,-219.5803334864686,-269.5913508595032,0.044061957173301684,0.7284727096557617
131,792000,-351.5653116978028,-265.0342080013353,0.044986815986048895,0.7264000177383423
132,798000,-277.4303803634393,-266.4368680966886,0.04492501410223,0.7243272662162781
133,804000,-210.76568202181807,-258.3343013600593,0.049617791112473546,0.7222545742988586
134,810000,-224.5791195127531,-257.91629041113987,0.045022294937225524,0.7201818227767944
135,816000,-280.70164832002774,-256.3268405740164,0.043118515422412504,0.7181090712547302
136,822000,-185.37153209982716,-254.78566943426668,0.045441509998907954,0.7160363793373108
137,828000,-216.98994200542802,-250.27710619299904,0.045480272126888543,0.7139636278152466
138,834000,-357.71052220153365,-263.2345534079533,0.04538329328447192,0.7118909358978271
139,840000,-269.40942896216075,-259.4103900671259,0.04567938932041094,0.7098181843757629
140,846000,-387.29831468334305,-276.18218818681333,0.04879978401469998,0.7077454328536987
141,852000,-340.0604951824498,-275.03170653527803,0.048808979536581316,0.7056727409362793
142,858000,-283.37211354196734,-275.62587985313087,0.04915630942486071,0.7035999894142151
143,864000,-223.13111302743982,-276.862422953693,0.05055665297392989,0.7015272974967957
144,870000,-292.04247242144993,-283.6087582445627,0.04679083970732366,0.6994545459747314
145,876000,-329.19938383052795,-288.4585317956127,0.047333430414883575,0.6973817944526672
146,882000,-313.64614975894256,-301.28599356152426,0.049012664066967165,0.6953091025352478
147,888000,-224.3520831892638,-302.02220767990786,0.048191223819429675,0.6932363510131836
148,894000,-273.49481475824723,-293.60063693557925,0.04696215334443453,0.6911636590957642
149,900000,-318.76573688595454,-298.5362677279586,0.047020675572149534,0.6890909075737
150,906000,-222.91919905496434,-282.0983561651207,0.04817117598249267,0.6870181560516357
151,912000,-261.6735446181701,-274.25966110869274,0.04906417254709716,0.6849454641342163
152,918000,-252.94142676314004,-271.21659243081,0.04826529892491332,0.6828727126121521
153,924000,-213.45984060426417,-270.2494651884925,0.04955485574270521,0.6808000206947327
154,930000,-266.33798829538046,-267.67901677588554,0.04965071134026706,0.6787272691726685
155,936000,-165.18898741891553,-251.27797713472427,0.048110004817155036,0.6766545176506042
156,942000,-253.71992525161477,-245.2853546839915,0.05136993339826586,0.6745818257331848
157,948000,-211.32116456797303,-243.98226282186243,0.05112705558934249,0.6725090742111206
158,954000,-289.8912474532626,-245.62190609136397,0.05203808744633959,0.6704363822937012
159,960000,-226.98944133133955,-236.44427653590247,0.05095967054244829,0.668363630771637
160,966000,-228.37586043953706,-236.98994267435972,0.048630015106444865,0.6662909388542175
161,972000,-298.8185813180771,-240.70444634435043,0.052333637728821485,0.6642181873321533
162,978000,-278.1640344840089,-243.22670711643732,0.05333527682527589,0.6621454358100891
163,984000,-277.93040284386893,-249.6737633403978,0.048614527805824766,0.6600727438926697
164,990000,-350.3829353110723,-258.078258041967,0.04921156918111956,0.6579999923706055
165,996000,-315.68200502886793,-273.12755980296225,0.053816590916792244,0.655927300453186
166,1002000,-259.6442508540331,-273.7199923632041,0.05104173034899092,0.6538545489311218
167,1008000,-206.3230785402302,-273.2201837604298,0.050366273176739924,0.6517817974090576
168,1014000,-333.88811688475835,-277.61987070357935,0.04980064153752756,0.6497091054916382
169,1020000,-274.96908712536606,-282.417835282982,0.04857599977609546,0.647636353969574
170,1026000,-183.0794546901525,-277.88819470804356,0.050947085602305986,0.6455636620521545
171,1032000,-262.8496749608237,-274.2913040723182,0.047693974326946775,0.6434909105300903
172,1038000,-221.426844638685,-268.61758508778587,0.05052050325621773,0.6414181590080261
173,1044000,-292.61171530219326,-270.0857163336183,0.05010170448123245,0.6393454670906067
174,1050000,-166.20484799446422,-251.66790760195744,0.050132885805040134,0.6372727155685425
175,1056000,-213.21212957345642,-241.4209200564163,0.050299970653567776,0.635200023651123
176,1062000,-301.8245374633507,-245.638948717348,0.04772246449586237,0.6331272721290588
177,1068000,-252.15792326102746,-250.22243318942773,0.04532108258145551,0.6310545206069946
178,1074000,-227.16810931677173,-239.55043243262907,0.04748927906737663,0.6289818286895752
179,1080000,-267.14702917148134,-238.76822663724062,0.04656360064260662,0.626909077167511
180,1086000,-201.3629142052414,-240.5965725887495,0.04624755477988705,0.6248363852500916
181,1092000,-396.69285601177216,-253.98089069384437,0.04737762542544321,0.6227636337280273
182,1098000,-219.81299172130093,-253.81950540210596,0.04643121581421777,0.6206908822059631
183,1104000,-269.1263649619109,-251.47097036807773,0.04705421831270602,0.6186181902885437
184,1110000,-258.2479179677757,-260.6752773654089,0.045383027316206914,0.6165454387664795
185,1116000,-278.8625737642906,-267.24032178449227,0.04854493074313117,0.6144727468490601
186,1122000,-231.70502255093015,-260.22837029325024,0.046825655026419555,0.6123999953269958
187,1128000,-238.6420308969973,-258.8767810568472,0.04849472655738161,0.6103272438049316
188,1134000,-236.17400961113708,-259.7773710862838,0.046138655347012295,0.6082545518875122
189,1140000,-230.72138062328827,-256.13480623146444,0.049882657991178955,0.606181800365448
190,1146000,-188.76527199108432,-254.87504201004873,0.05283498292823788,0.6041091084480286
191,1152000,-236.82151772720732,-238.88790818159228,0.05168706820984759,0.6020363569259644
192,1158000,-220.68359238197627,-238.9749682476598,0.05364804772072239,0.5999636650085449
193,1164000,-292.34324545366826,-241.29665629683555,0.053277785331360066,0.5978909134864807
194,1170000,-314.6519488877675,-246.93705938883468,0.05311509091482731,0.5958181619644165
195,1176000,-325.8052015669791,-251.63132216910353,0.056487156586702135,0.5937454700469971
196,1182000,-291.0253123094226,-257.5633511449528,0.054091153387135514,0.5916727185249329
197,1188000,-255.37058203030028,-259.23620625828306,0.05271130579327776,0.5896000266075134
198,1194000,-243.52233943962761,-259.97103924113213,0.05507124425884104,0.5875272750854492
199,1200000,-296.59945651413,-266.55884683021634,0.05183428807154997,0.585454523563385
200,1206000,-220.99566483890067,-269.781886114998,0.05386932580161374,0.5833818316459656
201,1212000,-199.1747547416785,-266.0172098164451,0.05401510531115734,0.5813090801239014
202,1218000,-256.1673616148546,-269.5655867397329,0.049774747290900756,0.5792363882064819
203,1224000,-208.52780529280426,-261.1840427236465,0.05114198610691043,0.5771636366844177
204,1230000,-206.97936288385608,-250.41678412325535,0.04989332055314056,0.5750908851623535
205,1236000,-226.29455084362598,-240.46571905092006,0.05445475244208744,0.5730181932449341
206,1242000,-181.7860800668368,-229.54179582666148,0.05375460519552386,0.5709454417228699
207,1248000,-302.7255606754038,-234.27729369117182,0.0523146807080872,0.5688727498054504
208,1254000,-149.6748509435638,-224.89254484156544,0.04953627215106583,0.5667999982833862
209,1260000,-244.20268432763987,-219.65286762291643,0.04997152692543265,0.564727246761322
210,1266000,-244.8366420542891,-222.03696534445527,0.04997192762004367,0.5626545548439026
211,1272000,-337.6196437700364,-235.8814542472911,0.05188591356854886,0.5605818033218384
212,1278000,-196.39208774617418,-229.90392686042304,0.04936776128587856,0.558509111404419
213,1284000,-288.23115362304816,-237.87426169344744,0.04954831473558443,0.5564363598823547
214,1290000,-275.57870051646023,-244.73419545670785,0.0492840107200124,0.5543636083602905
215,1296000,-281.80915414713127,-250.28565578705837,0.04833658605458913,0.5522909164428711
216,1302000,-342.09309628551637,-266.31635740892636,0.05182439431650952,0.5502181649208069
217,1308000,-193.96723987425867,-255.4405253288118,0.05298238143743947,0.5481454730033875
218,1314000,-299.0168472829173,-270.3747249627471,0.05052086260491827,0.5460727214813232
219,1320000,-262.34936932966957,-272.1893934629501,0.05405443348539605,0.5440000295639038
220,1326000,-240.86175006532358,-271.7919042640536,0.049861922918159204,0.5419272780418396
221,1332000,-181.50056265344574,-256.1799961523945,0.04914792782029447,0.5398545265197754
222,1338000,-345.62786876077735,-271.10357425385484,0.05096509911325605,0.537781834602356
223,1344000,-221.69530241300163,-264.4499891328502,0.04920498706937845,0.5357090830802917
224,1350000,-288.8954126859453,-265.7816603497987,0.04907051436946495,0.5336363911628723
225,1356000,-268.7146782771779,-264.47221276280334,0.05258083390791823,0.5315636396408081
226,1362000,-282.71381378148544,-258.53428451240023,0.05099413621425629,0.5294908881187439
227,1368000,-338.0046725403663,-272.938027779011,0.05228403628287682,0.5274181962013245
228,1374000,-317.91171051848687,-274.827514102568,0.049953667218156625,0.5253454446792603
229,1380000,-292.2175200739712,-277.8143291769981,0.05044856084142035,0.5232727527618408
230,1386000,-233.19311802543052,-277.0474659730088,0.04896003738850899,0.5212000012397766
231,1392000,-233.0962838547366,-282.2070380931379,0.05010043358065498,0.5191272497177124
232,1398000,-298.25019155120344,-277.4692703721805,0.050114550055431514,0.517054557800293
233,1404000,-191.3522590732573,-274.4349660382061,0.05024030762577119,0.5149818062782288
234,1410000,-299.36205052471996,-275.48162982208356,0.053203748507075946,0.5129091143608093
235,1416000,-215.50365216407909,-270.1605272107737,0.05131962918973295,0.5108363628387451
236,1422000,-278.79805810005746,-269.7689516426309,0.052673079803411384,0.5087636113166809
237,1428000,-156.709304395059,-251.63941482810014,0.051619844501256014,0.5066909193992615
238,1434000,-202.81174800767076,-240.12941857701853,0.049860477696386324,0.5046181678771973
239,1440000,-201.66132718135918,-231.07379928775737,0.04999779395171208,0.5025454759597778
240,1446000,-302.542881619569,-238.0087756471712,0.04963441121384191,0.5004727244377136
241,1452000,-227.17814018107674,-237.4169612798052,0.05390572675511551,0.4984000027179718
242,1458000,-266.9584421136483,-234.28778633604966,0.05182708579384295,0.49632728099823
243,1464000,-209.74615789983181,-236.12717621870715,0.052703796479540564,0.49425455927848816
244,1470000,-301.2408198240664,-236.3150531486418,0.04921116228694639,0.49218180775642395
245,1476000,-217.1977068453325,-236.48445861676709,0.05003652638856632,0.49010908603668213
246,1482000,-199.527126456961,-228.55736545245745,0.04959008434776721,0.4880363643169403
247,1488000,-277.81961694578786,-240.66839670753035,0.047394710477577366,0.4859636425971985
248,1494000,-316.55955679549515,-252.04317758631277,0.05000563032606927,0.48389092087745667
249,1500000,-240.8437996398643,-255.96142483216332,0.04895175398278904,0.48181816935539246
250,1506000,-283.32499198196456,-254.03963586840285,0.04784046281160166,0.47974544763565063
251,1512000,-226.30981997525942,-253.95280384782114,0.046108398014427315,0.4776727259159088
252,1518000,-220.15749720890017,-249.27270935734632,0.04887272155690395,0.475600004196167
253,1524000,-322.73830659075793,-260.5719242264389,0.05047491444032251,0.47352728247642517
254,1530000,-197.48082778607568,-250.19592502263987,0.05182589005653669,0.47145453095436096
255,1536000,-301.48055260705587,-258.6242095988122,0.051340996536562065,0.46938180923461914
256,1542000,-252.01478527109205,-263.8729754802253,0.05138091033411911,0.4673090875148773
257,1548000,-250.32895380766558,-261.12390916641306,0.05373338200142219,0.4652363657951355
258,1554000,-189.97438132279285,-248.46539161914285,0.053660511830123145,0.4631636440753937
259,1560000,-184.21501713497855,-242.80251336865427,0.052084881860316574,0.46109092235565186
260,1566000,-371.2353960602559,-251.5935537764834,0.05072124478655557,0.45901817083358765
261,1572000,-337.7035694075039,-262.73292871970784,0.05052200657897629,0.4569454491138458
262,1578000,-328.8888774990992,-273.60606674872776,0.04855662454750079,0.454872727394104
263,1584000,-257.0583543327825,-267.0380715229302,0.04793623861274682,0.4528000056743622
264,1590000,-295.73199277994354,-276.863188022317,0.04741738471130763,0.45072728395462036
265,1596000,-269.5788273469261,-273.673015496304,0.05055582159010616,0.44865453243255615
266,1602000,-229.33773203585588,-271.4053101727804,0.050036483980540655,0.44658181071281433
267,1608000,-202.13858432584038,-266.5862732245979,0.04955776701370875,0.4445090889930725
268,1614000,-197.94509735446627,-267.3833448277652,0.04936580251985773,0.4424363672733307
269,1620000,-135.32320412447007,-262.4941635267144,0.048669366580890105,0.44036364555358887
270,1626000,-265.3154870444123,-251.90217262513002,0.04818574274527297,0.43829092383384705
271,1632000,-153.50834661088078,-233.4826503454677,0.04901260470358344,0.43621817231178284
272,1638000,-203.4396018465959,-220.93772278021737,0.048731447555532215,0.434145450592041
273,1644000,-255.9146737199153,-220.82335471893066,0.053374220375029834,0.4320727288722992
274,1650000,-213.21511931717941,-212.57166737265425,0.05139814494464857,0.4300000071525574
275,1656000,-220.35106026694666,-207.6488906646563,0.04977162172239817,0.42792728543281555
276,1662000,-303.5320617178186,-215.06832363285258,0.051510202391577574,0.42585453391075134
277,1668000,-283.21716467059014,-223.17618166732754,0.051985957324155604,0.4237818121910095
278,1674000,-190.4880538687321,-222.43047731875413,0.05054156864830293,0.4217090904712677
279,1680000,-165.03465832459187,-225.40162273876632,0.05189897014513069,0.4196363687515259
280,1686000,-189.01843972387906,-217.77191800671298,0.0508734237816534,0.41756364703178406
281,1692000,-289.18415474140056,-231.33949881976497,0.05133316445649446,0.41549089550971985
282,1698000,-197.0575857899782,-230.70129721410316,0.050527423291350716,0.413418173789978
283,1704000,-273.16781768776025,-232.42661161088768,0.048953682911562886,0.4113454520702362
284,1710000,-284.4211855324247,-239.5472182324122,0.053417529048320526,0.4092727303504944
285,1716000,-248.9229616189623,-242.40440836761377,0.05394300656944203,0.40720000863075256
286,1722000,-274.0103369530625,-239.45223589113817,0.05304458042777454,0.40512728691101074
287,1728000,-210.29879745316885,-232.16039916939604,0.051022184956100926,0.40305453538894653
288,1734000,-207.22639375167273,-233.83423315769014,0.0521379071706906,0.4009818136692047
289,1740000,-333.7330513660727,-250.70407246183817,0.05367526507032259,0.3989090919494629
290,1746000,-191.52118607901866,-250.95434709735213,0.05125336922045487,0.39683637022972107
291,1752000,-213.92013077546653,-243.42794470075873,0.04916257744847098,0.39476364850997925
292,1758000,-281.98026738889894,-251.92021286065082,0.05038850936668071,0.39269089698791504
293,1764000,-229.85558201343883,-247.58898929321867,0.051363370804853425,0.3906181752681732
294,1770000,-236.56081643726793,-242.802952383703,0.04929124709692163,0.3885454535484314
295,1776000,-206.6035000211441,-238.5710062239212,0.05071045670697155,0.3864727318286896
296,1782000,-262.7396685492531,-237.44393938354023,0.05052299546335901,0.38440001010894775
297,1788000,-220.49758833721444,-238.4638184719448,0.05198354937351542,0.38232725858688354
298,1794000,-234.5804440282809,-241.1992234996056,0.0504303225769933,0.3802545368671417
299,1800000,-210.7762752991257,-228.90354589291093,0.05035191926457143,0.3781818151473999
300,1806000,-335.42286533642243,-243.2937138186513,0.05283405964286066,0.3761090934276581
301,1812000,-270.12187284348965,-248.91388802545362,0.05093218967768674,0.37403637170791626
302,1818000,-212.11806832373986,-241.9276681189377,0.050450390918316164,0.37196364998817444
303,1824000,-142.9319848035011,-233.23530839794392,0.04981554303748999,0.36989089846611023
304,1830000,-224.88779770203837,-232.06800652442098,0.05173469940272237,0.3678181767463684
305,1836000,-249.35527686389105,-236.34318420869567,0.05238522037388369,0.3657454550266266
306,1842000,-320.10476397200546,-242.0796937509709,0.05249953218823066,0.36367273330688477
307,1848000,-197.2329226483007,-239.75322718207954,0.04969570516298215,0.36160001158714294
308,1854000,-203.6498775884403,-236.66017053809546,0.049810138633377694,0.35952726006507874
309,1860000,-223.7890704354577,-237.96145005172866,0.049324698002116446,0.3574545383453369
310,1866000,-209.27299638984186,-225.3464631570706,0.050825139320028634,0.3553818166255951
311,1872000,-235.21127366784276,-221.8554032395059,0.04982750541710993,0.35330909490585327
312,1878000,-174.97098883365106,-218.14069529049704,0.05060494766764653,0.35123637318611145
313,1884000,-256.9044192759111,-229.53793873773802,0.05198737870960031,0.34916362166404724
314,1890000,-212.8990697807567,-228.33906594560986,0.05138898873269015,0.3470908999443054
315,1896000,-186.2378233510226,-222.02732059432302,0.051642101836157965,0.3450181782245636
316,1902000,-171.41121823881258,-207.15796602100372,0.049035894207772796,0.3429454565048218
317,1908000,-278.12670125596014,-215.24734388176967,0.049806999937747606,0.34087273478507996
318,1914000,-252.2473563922522,-220.10709176215087,0.05004912604849475,0.33880001306533813
319,1920000,-147.2524150027275,-212.45342621887784,0.04803859538026154,0.3367272615432739
320,1926000,-131.5971228385156,-204.68583886374523,0.04911201964662178,0.3346545398235321
321,1932000,-308.89866122149033,-212.05457761910998,0.04702133615699131,0.3325818181037903
322,1938000,-285.66457261005235,-223.1239359967501,0.046932665930653455,0.33050909638404846
323,1944000,-299.6723633580914,-227.40073040496813,0.046496882392539796,0.32843637466430664
324,1950000,-185.3790658559501,-224.64873001248748,0.043530539708522456,0.32636362314224243
325,1956000,-212.02970011073558,-227.22791768845877,0.044629959429313505,0.3242909014225006
326,1962000,-248.8013654617862,-234.96693241075613,0.04690306966752784,0.3222181797027588
327,1968000,-217.22273610734374,-228.8765358958945,0.047076578168343985,0.32014545798301697
328,1974000,-275.2720723140137,-231.17900748807065,0.04465815519002111,0.31807273626327515
329,1980000,-267.09751666378634,-243.16351765417653,0.04515934461621025,0.3160000145435333
330,1986000,-206.58496128025308,-250.66230149835027,0.046570296454515,0.3139272630214691
331,1992000,-324.8609447293052,-252.25852984913178,0.04596593457937706,0.3118545413017273
332,1998000,-181.78582695669684,-241.87065528379622,0.04753369130801487,0.3097818195819855
333,2004000,-269.8435829588416,-238.88777724387123,0.04599322546224963,0.30770909786224365
334,2010000,-296.4029514322367,-249.99016580149993,0.047732778226801505,0.30563637614250183
335,2016000,-232.88481842890542,-252.0756776333169,0.04823254205230235,0.3035636246204376
336,2022000,-221.82304779893457,-249.37784586703174,0.048695594569668176,0.3014909029006958
